Dimension:    76    61    27
      lon       lat       dep        vp        dvp      dws_p      vs        dvs      dws_s     VpVs     vpvst
   120.120    24.980    15.000     6.042      .000      .469     3.497      .000      .293     1.728      .000
   120.120    24.980    20.000     6.338     -.705     5.767     3.750     1.516     6.112     1.690    -2.188
   120.120    24.980    25.000     6.623     -.585      .080     3.898     1.115      .245     1.699    -1.682
   120.120    24.980    30.000     6.997      .000      .000     4.050      .000      .000     1.728      .000
   120.120    24.980    35.000     7.419      .284     4.338     4.337     1.308     3.005     1.711    -1.011
   120.120    24.980    40.000     7.543     -.172     1.551     4.373      .000      .963     1.725     -.172
   120.120    24.980    45.000     7.797     1.076     2.557     4.581     2.621     1.267     1.702    -1.506
   120.120    24.980    50.000     7.879      .102     4.009     4.625     1.537     4.300     1.704    -1.413
   120.120    24.980    55.000     7.919      .076     1.587     4.616      .808     1.118     1.716     -.726
   120.120    24.980    60.000     7.955      .000      .000     4.604      .000      .000     1.728      .000
   120.120    24.980    65.000     7.997      .000      .000     4.628      .000      .000     1.728      .000
   120.120    24.980    70.000     8.039      .000      .000     4.652      .000      .000     1.728      .000
   120.120    24.980    80.000     8.100      .000      .000     4.688      .000      .000     1.728      .000
   120.120    24.980    90.000     8.162      .000      .000     4.723      .000      .000     1.728      .000
   120.120    24.980   100.000     8.228      .000      .000     4.762      .000      .000     1.728      .000
   120.120    24.980   120.000     8.347      .000      .000     4.830      .000      .000     1.728      .000
   120.120    24.980   140.000     8.454      .000      .000     4.892      .000      .000     1.728      .000
   120.120    24.980   170.000     8.525      .000      .000     4.933      .000      .000     1.728      .000
   120.120    24.980   200.000     8.725      .000      .000     5.049      .000      .000     1.728      .000
   120.120    24.980   250.000     8.800      .000      .000     5.093      .000      .000     1.728      .000
   120.120    24.980   300.000     8.900      .000      .000     5.150      .000      .000     1.728      .000
   120.120    25.060    -5.000     3.000      .000      .000     1.736      .000      .000     1.728      .000
   120.120    25.060      .000     3.847      .000      .000     2.226      .000      .000     1.728      .000
   120.120    25.060      .500     4.145      .000      .000     2.399      .000      .000     1.728      .000
   120.120    25.060     3.000     4.648      .000      .000     2.690      .000      .000     1.728      .000
   120.120    25.060     6.000     5.129      .000      .000     2.968      .000      .000     1.728      .000
   120.120    25.060    10.000     5.658      .000      .000     3.274      .000      .000     1.728      .000
   120.120    25.060    15.000     6.042      .000      .421     3.497      .000      .040     1.728      .000
   120.120    25.060    20.000     6.167    -3.384     5.730     3.729      .947     6.287     1.654    -4.291
   120.120    25.060    25.000     6.513    -2.237      .002     3.894     1.012      .896     1.673    -3.216
   120.120    25.060    30.000     7.027      .429      .758     4.138     2.173     2.285     1.698    -1.707
   120.120    25.060    35.000     7.661     3.555     4.002     4.458     4.135     3.581     1.718     -.557
   120.120    25.060    40.000     7.927     4.910      .228     4.677     6.952     1.223     1.695    -1.909
   120.120    25.060    45.000     7.886     2.230      .001     4.622     3.539      .164     1.706    -1.265
   120.120    25.060    50.000     7.871      .000      .000     4.555      .000      .000     1.728      .000
   120.120    25.060    55.000     7.913      .000      .000     4.579      .000      .000     1.728      .000
   120.120    25.060    60.000     7.955      .000      .000     4.604      .000      .000     1.728      .000
   120.120    25.060    65.000     7.997      .000      .000     4.628      .000      .000     1.728      .000
   120.120    25.060    70.000     8.039      .000      .000     4.652      .000      .000     1.728      .000
   120.120    25.060    80.000     8.100      .000      .000     4.688      .000      .000     1.728      .000
   120.120    25.060    90.000     8.162      .000      .000     4.723      .000      .000     1.728      .000
   120.120    25.060   100.000     8.228      .000      .000     4.762      .000      .000     1.728      .000
   120.120    25.060   120.000     8.347      .000      .000     4.830      .000      .000     1.728      .000
   120.120    25.060   140.000     8.454      .000      .000     4.892      .000      .000     1.728      .000
   120.120    25.060   170.000     8.525      .000      .000     4.933      .000      .000     1.728      .000
   120.120    25.060   200.000     8.725      .000      .000     5.049      .000      .000     1.728      .000
   120.120    25.060   250.000     8.800      .000      .000     5.093      .000      .000     1.728      .000
   120.120    25.060   300.000     8.900      .000      .000     5.150      .000      .000     1.728      .000
   120.120    25.140    -5.000     3.000      .000      .000     1.736      .000      .000     1.728      .000
   120.120    25.140      .000     3.847      .000      .000     2.226      .000      .000     1.728      .000
   120.120    25.140      .500     4.145      .000      .000     2.399      .000      .000     1.728      .000
   120.120    25.140     3.000     4.648      .000      .000     2.690      .000      .000     1.728      .000
   120.120    25.140     6.000     5.129      .000      .000     2.968      .000      .000     1.728      .000
   120.120    25.140    10.000     5.658      .000      .000     3.274      .000      .000     1.728      .000
   120.120    25.140    15.000     6.042      .000      .062     3.497      .000      .000     1.728      .000
   120.120    25.140    20.000     6.112    -4.246     6.557     3.714      .541     3.776     1.646    -4.761
   120.120    25.140    25.000     6.479    -2.747      .025     3.897     1.089     1.031     1.663    -3.795
   120.120    25.140    30.000     7.094     1.386      .720     4.173     3.037      .959     1.700    -1.602
   120.120    25.140    35.000     7.940     7.326     4.954     4.562     6.564     6.269     1.740      .715
   120.120    25.140    40.000     8.327    10.204     5.124     4.762     8.895    10.707     1.749     1.201
   120.120    25.140    45.000     7.714      .000      .004     4.464      .000      .150     1.728      .000
   120.120    25.140    50.000     7.871      .000      .000     4.555      .000      .000     1.728      .000
   120.120    25.140    55.000     7.913      .000      .000     4.579      .000      .000     1.728      .000
   120.120    25.140    60.000     7.955      .000      .000     4.604      .000      .000     1.728      .000
   120.120    25.140    65.000     7.997      .000      .000     4.628      .000      .000     1.728      .000
   120.120    25.140    70.000     8.039      .000      .000     4.652      .000      .000     1.728      .000
   120.120    25.140    80.000     8.100      .000      .000     4.688      .000      .000     1.728      .000
   120.120    25.140    90.000     8.162      .000      .000     4.723      .000      .000     1.728      .000
   120.120    25.140   100.000     8.228      .000      .000     4.762      .000      .000     1.728      .000
   120.120    25.140   120.000     8.347      .000      .000     4.830      .000      .000     1.728      .000
   120.120    25.140   140.000     8.454      .000      .000     4.892      .000      .000     1.728      .000
   120.120    25.140   170.000     8.525      .000      .000     4.933      .000      .000     1.728      .000
   120.120    25.140   200.000     8.725      .000      .000     5.049      .000      .000     1.728      .000
   120.120    25.140   250.000     8.800      .000      .000     5.093      .000      .000     1.728      .000
   120.120    25.140   300.000     8.900      .000      .000     5.150      .000      .000     1.728      .000
   120.120    25.220    -5.000     3.000      .000      .000     1.736      .000      .000     1.728      .000
   120.120    25.220      .000     3.847      .000      .000     2.226      .000      .000     1.728      .000
   120.120    25.220      .500     4.145      .000      .000     2.399      .000      .000     1.728      .000
   120.120    25.220     3.000     4.648      .000      .000     2.690      .000      .000     1.728      .000
   120.120    25.220     6.000     5.129      .000      .000     2.968      .000      .000     1.728      .000
   120.120    25.220    10.000     5.658      .000      .000     3.274      .000      .000     1.728      .000
   120.120    25.220    15.000     6.042      .000      .019     3.497      .000      .000     1.728      .000
   120.120    25.220    20.000     6.383      .000      .931     3.694      .000      .986     1.728      .000
   120.120    25.220    25.000     6.720      .871      .011     3.882      .700      .298     1.731      .169
   120.120    25.220    30.000     7.434     6.246     3.197     4.249     4.914     2.511     1.750     1.270
   120.120    25.220    35.000     8.106     9.570    18.255     4.628     8.106    14.608     1.752     1.355
   120.120    25.220    40.000     8.262     9.344     5.132     4.734     8.255     5.247     1.745     1.005
   120.120    25.220    45.000     7.714      .000      .000     4.464      .000      .000     1.728      .000
   120.120    25.220    50.000     7.871      .000      .000     4.555      .000      .000     1.728      .000
   120.120    25.220    55.000     7.913      .000      .000     4.579      .000      .000     1.728      .000
   120.120    25.220    60.000     7.955      .000      .000     4.604      .000      .000     1.728      .000
   120.120    25.220    65.000     7.997      .000      .000     4.628      .000      .000     1.728      .000
   120.120    25.220    70.000     8.039      .000      .000     4.652      .000      .000     1.728      .000
   120.120    25.220    80.000     8.100      .000      .000     4.688      .000      .000     1.728      .000
   120.120    25.220    90.000     8.162      .000      .000     4.723      .000      .000     1.728      .000
   120.120    25.220   100.000     8.228      .000      .000     4.762      .000      .000     1.728      .000
   120.120    25.220   120.000     8.347      .000      .000     4.830      .000      .000     1.728      .000
   120.120    25.220   140.000     8.454      .000      .000     4.892      .000      .000     1.728      .000
   120.120    25.220   170.000     8.525      .000      .000     4.933      .000      .000     1.728      .000
   120.120    25.220   200.000     8.725      .000      .000     5.049      .000      .000     1.728      .000
   120.120    25.220   250.000     8.800      .000      .000     5.093      .000      .000     1.728      .000
   120.120    25.220   300.000     8.900      .000      .000     5.150      .000      .000     1.728      .000
   120.120    25.300    -5.000     3.000      .000      .000     1.736      .000      .000     1.728      .000
   120.120    25.300      .000     3.847      .000      .000     2.226      .000      .000     1.728      .000
   120.120    25.300      .500     4.145      .000      .000     2.399      .000      .000     1.728      .000
   120.120    25.300     3.000     4.648      .000      .000     2.690      .000      .000     1.728      .000
   120.120    25.300     6.000     5.129      .000      .000     2.968      .000      .000     1.728      .000
   120.120    25.300    10.000     5.658      .000      .000     3.274      .000      .000     1.728      .000
   120.120    25.300    15.000     6.078      .596      .210     3.482     -.429      .022     1.746     1.029
   120.120    25.300    20.000     6.775     6.141     6.445     3.589    -2.842     6.460     1.888     9.247
   120.120    25.300    25.000     6.768     1.591      .141     3.855      .000     1.165     1.756     1.591
   120.120    25.300    30.000     7.483     6.946     4.115     4.221     4.222     2.025     1.773     2.613
   120.120    25.300    35.000     7.925     7.124    11.453     4.536     5.957    12.129     1.747     1.101
   120.120    25.300    40.000     7.737     2.395     1.082     4.519     3.339     2.006     1.712     -.913
   120.120    25.300    45.000     7.714      .000      .000     4.464      .000      .000     1.728      .000
   120.120    25.300    50.000     7.871      .000      .000     4.555      .000      .000     1.728      .000
   120.120    25.300    55.000     7.913      .000      .000     4.579      .000      .000     1.728      .000
   120.120    25.300    60.000     7.955      .000      .000     4.604      .000      .000     1.728      .000
   120.120    25.300    65.000     7.997      .000      .000     4.628      .000      .000     1.728      .000
   120.120    25.300    70.000     8.039      .000      .000     4.652      .000      .000     1.728      .000
   120.120    25.300    80.000     8.100      .000      .000     4.688      .000      .000     1.728      .000
   120.120    25.300    90.000     8.162      .000      .000     4.723      .000      .000     1.728      .000
   120.120    25.300   100.000     8.228      .000      .000     4.762      .000      .000     1.728      .000
   120.120    25.300   120.000     8.347      .000      .000     4.830      .000      .000     1.728      .000
   120.120    25.300   140.000     8.454      .000      .000     4.892      .000      .000     1.728      .000
   120.120    25.300   170.000     8.525      .000      .000     4.933      .000      .000     1.728      .000
   120.120    25.300   200.000     8.725      .000      .000     5.049      .000      .000     1.728      .000
   120.120    25.300   250.000     8.800      .000      .000     5.093      .000      .000     1.728      .000
   120.120    25.300   300.000     8.900      .000      .000     5.150      .000      .000     1.728      .000
   120.120    25.380    -5.000     3.000      .000      .000     1.736      .000      .000     1.728      .000
   120.120    25.380      .000     3.847      .000      .000     2.226      .000      .000     1.728      .000
   120.120    25.380      .500     4.145      .000      .000     2.399      .000      .000     1.728      .000
   120.120    25.380     3.000     4.648      .000      .000     2.690      .000      .000     1.728      .000
   120.120    25.380     6.000     5.129      .000      .000     2.968      .000      .000     1.728      .000
   120.120    25.380    10.000     5.658      .000      .000     3.274      .000      .000     1.728      .000
   120.120    25.380    15.000     6.042      .000      .235     3.497      .000      .013     1.728      .000
   120.120    25.380    20.000     6.766     6.000     2.291     3.652    -1.137      .535     1.853     7.219
   120.120    25.380    25.000     6.662      .000      .026     3.855      .000      .018     1.728      .000
   120.120    25.380    30.000     7.361     5.202     3.319     4.192     3.506     1.296     1.756     1.639
   120.120    25.380    35.000     7.736     4.569     4.965     4.412     3.060     4.253     1.753     1.464
   120.120    25.380    40.000     7.556      .000      .282     4.373      .000      .588     1.728      .000
   120.120    25.380    45.000     7.714      .000      .000     4.464      .000      .000     1.728      .000
   120.120    25.380    50.000     7.871      .000      .000     4.555      .000      .000     1.728      .000
   120.120    25.380    55.000     7.913      .000      .000     4.579      .000      .000     1.728      .000
   120.120    25.380    60.000     7.955      .000      .000     4.604      .000      .000     1.728      .000
   120.120    25.380    65.000     7.997      .000      .000     4.628      .000      .000     1.728      .000
   120.120    25.380    70.000     8.039      .000      .000     4.652      .000      .000     1.728      .000
   120.120    25.380    80.000     8.100      .000      .000     4.688      .000      .000     1.728      .000
   120.120    25.380    90.000     8.162      .000      .000     4.723      .000      .000     1.728      .000
   120.120    25.380   100.000     8.228      .000      .000     4.762      .000      .000     1.728      .000
   120.120    25.380   120.000     8.347      .000      .000     4.830      .000      .000     1.728      .000
   120.120    25.380   140.000     8.454      .000      .000     4.892      .000      .000     1.728      .000
   120.120    25.380   170.000     8.525      .000      .000     4.933      .000      .000     1.728      .000
   120.120    25.380   200.000     8.725      .000      .000     5.049      .000      .000     1.728      .000
   120.120    25.380   250.000     8.800      .000      .000     5.093      .000      .000     1.728      .000
   120.120    25.380   300.000     8.900      .000      .000     5.150      .000      .000     1.728      .000
   120.120    25.460    -5.000     3.000      .000      .000     1.736      .000      .000     1.728      .000
   120.120    25.460      .000     3.847      .000      .000     2.226      .000      .000     1.728      .000
   120.120    25.460      .500     4.145      .000      .000     2.399      .000      .000     1.728      .000
   120.120    25.460     3.000     4.648      .000      .000     2.690      .000      .000     1.728      .000
   120.120    25.460     6.000     5.129      .000      .000     2.968      .000      .000     1.728      .000
   120.120    25.460    10.000     5.658      .000      .000     3.274      .000      .000     1.728      .000
   120.120    25.460    15.000     6.042      .000      .000     3.497      .000      .000     1.728      .000
   120.120    25.460    20.000     6.383      .000      .000     3.694      .000      .000     1.728      .000
   120.120    25.460    25.000     6.662      .000      .001     3.855      .000      .000     1.728      .000
   120.120    25.460    30.000     6.997      .000      .005     4.050      .000      .000     1.728      .000
   120.120    25.460    35.000     7.398      .000      .000     4.281      .000      .000     1.728      .000
   120.120    25.460    40.000     7.556      .000      .000     4.373      .000      .000     1.728      .000
   120.120    25.460    45.000     7.714      .000      .000     4.464      .000      .000     1.728      .000
   120.120    25.460    50.000     7.871      .000      .000     4.555      .000      .000     1.728      .000
   120.120    25.460    55.000     7.913      .000      .000     4.579      .000      .000     1.728      .000
   120.120    25.460    60.000     7.955      .000      .000     4.604      .000      .000     1.728      .000
   120.120    25.460    65.000     7.997      .000      .000     4.628      .000      .000     1.728      .000
   120.120    25.460    70.000     8.039      .000      .000     4.652      .000      .000     1.728      .000
   120.120    25.460    80.000     8.100      .000      .000     4.688      .000      .000     1.728      .000
   120.120    25.460    90.000     8.162      .000      .000     4.723      .000      .000     1.728      .000
   120.120    25.460   100.000     8.228      .000      .000     4.762      .000      .000     1.728      .000
   120.120    25.460   120.000     8.347      .000      .000     4.830      .000      .000     1.728      .000
   120.120    25.460   140.000     8.454      .000      .000     4.892      .000      .000     1.728      .000
   120.120    25.460   170.000     8.525      .000      .000     4.933      .000      .000     1.728      .000
   120.120    25.460   200.000     8.725      .000      .000     5.049      .000      .000     1.728      .000
   120.120    25.460   250.000     8.800      .000      .000     5.093      .000      .000     1.728      .000
   120.120    25.460   300.000     8.900      .000      .000     5.150      .000      .000     1.728      .000
   120.120    25.540    -5.000     3.000      .000      .000     1.736      .000      .000     1.728      .000
   120.120    25.540      .000     3.847      .000      .000     2.226      .000      .000     1.728      .000
   120.120    25.540      .500     4.145      .000      .000     2.399      .000      .000     1.728      .000
   120.120    25.540     3.000     4.648      .000      .000     2.690      .000      .000     1.728      .000
   120.120    25.540     6.000     5.129      .000      .000     2.968      .000      .000     1.728      .000
   120.120    25.540    10.000     5.658      .000      .000     3.274      .000      .000     1.728      .000
   120.120    25.540    15.000     6.042      .000      .000     3.497      .000      .000     1.728      .000
   120.120    25.540    20.000     6.383      .000      .000     3.694      .000      .000     1.728      .000
   120.120    25.540    25.000     6.662      .000      .000     3.855      .000      .000     1.728      .000
   120.120    25.540    30.000     6.997      .000      .000     4.050      .000      .000     1.728      .000
   120.120    25.540    35.000     7.398      .000      .000     4.281      .000      .000     1.728      .000
   120.120    25.540    40.000     7.556      .000      .000     4.373      .000      .000     1.728      .000
   120.120    25.540    45.000     7.714      .000      .000     4.464      .000      .000     1.728      .000
   120.120    25.540    50.000     7.871      .000      .000     4.555      .000      .000     1.728      .000
   120.120    25.540    55.000     7.913      .000      .000     4.579      .000      .000     1.728      .000
   120.120    25.540    60.000     7.955      .000      .000     4.604      .000      .000     1.728      .000
   120.120    25.540    65.000     7.997      .000      .000     4.628      .000      .000     1.728      .000
   120.120    25.540    70.000     8.039      .000      .000     4.652      .000      .000     1.728      .000
   120.120    25.540    80.000     8.100      .000      .000     4.688      .000      .000     1.728      .000
   120.120    25.540    90.000     8.162      .000      .000     4.723      .000      .000     1.728      .000
   120.120    25.540   100.000     8.228      .000      .000     4.762      .000      .000     1.728      .000
   120.120    25.540   120.000     8.347      .000      .000     4.830      .000      .000     1.728      .000
   120.120    25.540   140.000     8.454      .000      .000     4.892      .000      .000     1.728      .000
   120.120    25.540   170.000     8.525      .000      .000     4.933      .000      .000     1.728      .000
   120.120    25.540   200.000     8.725      .000      .000     5.049      .000      .000     1.728      .000
   120.120    25.540   250.000     8.800      .000      .000     5.093      .000      .000     1.728      .000
   120.120    25.540   300.000     8.900      .000      .000     5.150      .000      .000     1.728      .000
   120.120    25.620    -5.000     3.000      .000      .000     1.736      .000      .000     1.728      .000
   120.120    25.620      .000     3.847      .000      .000     2.226      .000      .000     1.728      .000
   120.120    25.620      .500     4.145      .000      .000     2.399      .000      .000     1.728      .000
   120.120    25.620     3.000     4.648      .000      .000     2.690      .000      .000     1.728      .000
   120.120    25.620     6.000     5.129      .000      .000     2.968      .000      .000     1.728      .000
   120.120    25.620    10.000     5.658      .000      .000     3.274      .000      .000     1.728      .000
   120.120    25.620    15.000     6.042      .000      .000     3.497      .000      .000     1.728      .000
   120.120    25.620    20.000     6.383      .000      .000     3.694      .000      .000     1.728      .000
   120.120    25.620    25.000     6.662      .000      .000     3.855      .000      .000     1.728      .000
   120.120    25.620    30.000     6.997      .000      .000     4.050      .000      .000     1.728      .000
   120.120    25.620    35.000     7.398      .000      .000     4.281      .000      .000     1.728      .000
   120.120    25.620    40.000     7.556      .000      .000     4.373      .000      .000     1.728      .000
   120.120    25.620    45.000     7.714      .000      .000     4.464      .000      .000     1.728      .000
   120.120    25.620    50.000     7.871      .000      .000     4.555      .000      .000     1.728      .000
   120.120    25.620    55.000     7.913      .000      .000     4.579      .000      .000     1.728      .000
   120.120    25.620    60.000     7.955      .000      .000     4.604      .000      .000     1.728      .000
   120.120    25.620    65.000     7.997      .000      .000     4.628      .000      .000     1.728      .000
   120.120    25.620    70.000     8.039      .000      .000     4.652      .000      .000     1.728      .000
   120.120    25.620    80.000     8.100      .000      .000     4.688      .000      .000     1.728      .000
   120.120    25.620    90.000     8.162      .000      .000     4.723      .000      .000     1.728      .000
   120.120    25.620   100.000     8.228      .000      .000     4.762      .000      .000     1.728      .000
   120.120    25.620   120.000     8.347      .000      .000     4.830      .000      .000     1.728      .000
   120.120    25.620   140.000     8.454      .000      .000     4.892      .000      .000     1.728      .000
   120.120    25.620   170.000     8.525      .000      .000     4.933      .000      .000     1.728      .000
   120.120    25.620   200.000     8.725      .000      .000     5.049      .000      .000     1.728      .000
   120.120    25.620   250.000     8.800      .000      .000     5.093      .000      .000     1.728      .000
   120.120    25.620   300.000     8.900      .000      .000     5.150      .000      .000     1.728      .000
   120.120    25.700    -5.000     3.000      .000      .000     1.736      .000      .000     1.728      .000
   120.120    25.700      .000     3.847      .000      .000     2.226      .000      .000     1.728      .000
   120.120    25.700      .500     4.145      .000      .000     2.399      .000      .000     1.728      .000
   120.120    25.700     3.000     4.648      .000      .000     2.690      .000      .000     1.728      .000
   120.120    25.700     6.000     5.129      .000      .000     2.968      .000      .000     1.728      .000
   120.120    25.700    10.000     5.658      .000      .000     3.274      .000      .000     1.728      .000
   120.120    25.700    15.000     6.042      .000      .000     3.497      .000      .000     1.728      .000
   120.120    25.700    20.000     6.383      .000      .000     3.694      .000      .000     1.728      .000
   120.120    25.700    25.000     6.662      .000      .000     3.855      .000      .000     1.728      .000
   120.120    25.700    30.000     6.997      .000      .000     4.050      .000      .000     1.728      .000
   120.120    25.700    35.000     7.398      .000      .000     4.281      .000      .000     1.728      .000
   120.120    25.700    40.000     7.556      .000      .000     4.373      .000      .000     1.728      .000
   120.120    25.700    45.000     7.714      .000      .000     4.464      .000      .000     1.728      .000
   120.120    25.700    50.000     7.871      .000      .000     4.555      .000      .000     1.728      .000
   120.120    25.700    55.000     7.913      .000      .000     4.579      .000      .000     1.728      .000
   120.120    25.700    60.000     7.955      .000      .000     4.604      .000      .000     1.728      .000
   120.120    25.700    65.000     7.997      .000      .000     4.628      .000      .000     1.728      .000
   120.120    25.700    70.000     8.039      .000      .000     4.652      .000      .000     1.728      .000
   120.120    25.700    80.000     8.100      .000      .000     4.688      .000      .000     1.728      .000
   120.120    25.700    90.000     8.162      .000      .000     4.723      .000      .000     1.728      .000
   120.120    25.700   100.000     8.228      .000      .000     4.762      .000      .000     1.728      .000
   120.120    25.700   120.000     8.347      .000      .000     4.830      .000      .000     1.728      .000
   120.120    25.700   140.000     8.454      .000      .000     4.892      .000      .000     1.728      .000
   120.120    25.700   170.000     8.525      .000      .000     4.933      .000      .000     1.728      .000
   120.120    25.700   200.000     8.725      .000      .000     5.049      .000      .000     1.728      .000
   120.120    25.700   250.000     8.800      .000      .000     5.093      .000      .000     1.728      .000
   120.120    25.700   300.000     8.900      .000      .000     5.150      .000      .000     1.728      .000
   120.120    25.780    -5.000     3.000      .000      .000     1.736      .000      .000     1.728      .000
   120.120    25.780      .000     3.847      .000      .000     2.226      .000      .000     1.728      .000
   120.120    25.780      .500     4.145      .000      .000     2.399      .000      .000     1.728      .000
   120.120    25.780     3.000     4.648      .000      .000     2.690      .000      .000     1.728      .000
   120.120    25.780     6.000     5.129      .000      .000     2.968      .000      .000     1.728      .000
   120.120    25.780    10.000     5.658      .000      .000     3.274      .000      .000     1.728      .000
   120.120    25.780    15.000     6.042      .000      .000     3.497      .000      .000     1.728      .000
   120.120    25.780    20.000     6.383      .000      .000     3.694      .000      .000     1.728      .000
   120.120    25.780    25.000     6.662      .000      .000     3.855      .000      .000     1.728      .000
   120.120    25.780    30.000     6.997      .000      .000     4.050      .000      .000     1.728      .000
   120.120    25.780    35.000     7.398      .000      .000     4.281      .000      .000     1.728      .000
   120.120    25.780    40.000     7.556      .000      .000     4.373      .000      .000     1.728      .000
   120.120    25.780    45.000     7.714      .000      .000     4.464      .000      .000     1.728      .000
   120.120    25.780    50.000     7.871      .000      .000     4.555      .000      .000     1.728      .000
   120.120    25.780    55.000     7.913      .000      .000     4.579      .000      .000     1.728      .000
   120.120    25.780    60.000     7.955      .000      .000     4.604      .000      .000     1.728      .000
   120.120    25.780    65.000     7.997      .000      .000     4.628      .000      .000     1.728      .000
   120.120    25.780    70.000     8.039      .000      .000     4.652      .000      .000     1.728      .000
   120.120    25.780    80.000     8.100      .000      .000     4.688      .000      .000     1.728      .000
   120.120    25.780    90.000     8.162      .000      .000     4.723      .000      .000     1.728      .000
   120.120    25.780   100.000     8.228      .000      .000     4.762      .000      .000     1.728      .000
   120.120    25.780   120.000     8.347      .000      .000     4.830      .000      .000     1.728      .000
   120.120    25.780   140.000     8.454      .000      .000     4.892      .000      .000     1.728      .000
   120.120    25.780   170.000     8.525      .000      .000     4.933      .000      .000     1.728      .000
   120.120    25.780   200.000     8.725      .000      .000     5.049      .000      .000     1.728      .000
   120.120    25.780   250.000     8.800      .000      .000     5.093      .000      .000     1.728      .000
   120.120    25.780   300.000     8.900      .000      .000     5.150      .000      .000     1.728      .000
   120.120    25.860    -5.000     3.000      .000      .000     1.736      .000      .000     1.728      .000
   120.120    25.860      .000     3.847      .000      .000     2.226      .000      .000     1.728      .000
   120.120    25.860      .500     4.145      .000      .000     2.399      .000      .000     1.728      .000
   120.120    25.860     3.000     4.648      .000      .000     2.690      .000      .000     1.728      .000
   120.120    25.860     6.000     5.129      .000      .000     2.968      .000      .000     1.728      .000
   120.120    25.860    10.000     5.658      .000      .000     3.274      .000      .000     1.728      .000
   120.120    25.860    15.000     6.042      .000      .000     3.497      .000      .000     1.728      .000
   120.120    25.860    20.000     6.383      .000      .000     3.694      .000      .000     1.728      .000
   120.120    25.860    25.000     6.662      .000      .000     3.855      .000      .000     1.728      .000
   120.120    25.860    30.000     6.997      .000      .000     4.050      .000      .000     1.728      .000
   120.120    25.860    35.000     7.398      .000      .000     4.281      .000      .000     1.728      .000
   120.120    25.860    40.000     7.556      .000      .000     4.373      .000      .000     1.728      .000
   120.120    25.860    45.000     7.714      .000      .000     4.464      .000      .000     1.728      .000
   120.120    25.860    50.000     7.871      .000      .000     4.555      .000      .000     1.728      .000
   120.120    25.860    55.000     7.913      .000      .000     4.579      .000      .000     1.728      .000
   120.120    25.860    60.000     7.955      .000      .000     4.604      .000      .000     1.728      .000
   120.120    25.860    65.000     7.997      .000      .000     4.628      .000      .000     1.728      .000
   120.120    25.860    70.000     8.039      .000      .000     4.652      .000      .000     1.728      .000
   120.120    25.860    80.000     8.100      .000      .000     4.688      .000      .000     1.728      .000
   120.120    25.860    90.000     8.162      .000      .000     4.723      .000      .000     1.728      .000
   120.120    25.860   100.000     8.228      .000      .000     4.762      .000      .000     1.728      .000
   120.120    25.860   120.000     8.347      .000      .000     4.830      .000      .000     1.728      .000
   120.120    25.860   140.000     8.454      .000      .000     4.892      .000      .000     1.728      .000
   120.120    25.860   170.000     8.525      .000      .000     4.933      .000      .000     1.728      .000
   120.120    25.860   200.000     8.725      .000      .000     5.049      .000      .000     1.728      .000
   120.120    25.860   250.000     8.800      .000      .000     5.093      .000      .000     1.728      .000
   120.120    25.860   300.000     8.900      .000      .000     5.150      .000      .000     1.728      .000
   120.120    25.940    -5.000     3.000      .000      .000     1.736      .000      .000     1.728      .000
   120.120    25.940      .000     3.847      .000      .000     2.226      .000      .000     1.728      .000
   120.120    25.940      .500     4.145      .000      .000     2.399      .000      .000     1.728      .000
   120.120    25.940     3.000     4.648      .000      .000     2.690      .000      .000     1.728      .000
   120.120    25.940     6.000     5.129      .000      .000     2.968      .000      .000     1.728      .000
   120.120    25.940    10.000     5.658      .000      .000     3.274      .000      .000     1.728      .000
   120.120    25.940    15.000     6.042      .000      .000     3.497      .000      .000     1.728      .000
   120.120    25.940    20.000     6.383      .000      .000     3.694      .000      .000     1.728      .000
   120.120    25.940    25.000     6.662      .000      .000     3.855      .000      .000     1.728      .000
   120.120    25.940    30.000     6.997      .000      .000     4.050      .000      .000     1.728      .000
   120.120    25.940    35.000     7.398      .000      .000     4.281      .000      .000     1.728      .000
   120.120    25.940    40.000     7.556      .000      .000     4.373      .000      .000     1.728      .000
   120.120    25.940    45.000     7.714      .000      .000     4.464      .000      .000     1.728      .000
   120.120    25.940    50.000     7.871      .000      .000     4.555      .000      .000     1.728      .000
   120.120    25.940    55.000     7.913      .000      .000     4.579      .000      .000     1.728      .000
   120.120    25.940    60.000     7.955      .000      .000     4.604      .000      .000     1.728      .000
   120.120    25.940    65.000     7.997      .000      .000     4.628      .000      .000     1.728      .000
   120.120    25.940    70.000     8.039      .000      .000     4.652      .000      .000     1.728      .000
   120.120    25.940    80.000     8.100      .000      .000     4.688      .000      .000     1.728      .000
   120.120    25.940    90.000     8.162      .000      .000     4.723      .000      .000     1.728      .000
   120.120    25.940   100.000     8.228      .000      .000     4.762      .000      .000     1.728      .000
   120.120    25.940   120.000     8.347      .000      .000     4.830      .000      .000     1.728      .000
   120.120    25.940   140.000     8.454      .000      .000     4.892      .000      .000     1.728      .000
   120.120    25.940   170.000     8.525      .000      .000     4.933      .000      .000     1.728      .000
   120.120    25.940   200.000     8.725      .000      .000     5.049      .000      .000     1.728      .000
   120.120    25.940   250.000     8.800      .000      .000     5.093      .000      .000     1.728      .000
   120.120    25.940   300.000     8.900      .000      .000     5.150      .000      .000     1.728      .000
