Dimension:    76    61    27
      lon       lat       dep        vp        dvp      dws_p      vs        dvs      dws_s     VpVs     vpvst
   124.840    22.900      .000     3.847      .000      .000     2.226      .000      .000     1.728      .000
   124.840    22.900      .500     4.145      .000      .000     2.399      .000      .000     1.728      .000
   124.840    22.900     3.000     4.648      .000      .000     2.690      .000      .000     1.728      .000
   124.840    22.900     6.000     5.129      .000      .000     2.968      .000      .000     1.728      .000
   124.840    22.900    10.000     5.658      .000      .000     3.274      .000      .000     1.728      .000
   124.840    22.900    15.000     6.042      .000      .000     3.497      .000      .000     1.728      .000
   124.840    22.900    20.000     6.383      .000      .000     3.694      .000      .000     1.728      .000
   124.840    22.900    25.000     6.662      .000      .000     3.855      .000      .000     1.728      .000
   124.840    22.900    30.000     6.997      .000      .000     4.050      .000      .000     1.728      .000
   124.840    22.900    35.000     7.398      .000      .000     4.281      .000      .000     1.728      .000
   124.840    22.900    40.000     7.556      .000      .000     4.373      .000      .000     1.728      .000
   124.840    22.900    45.000     7.714      .000      .000     4.464      .000      .000     1.728      .000
   124.840    22.900    50.000     7.871      .000      .000     4.555      .000      .000     1.728      .000
   124.840    22.900    55.000     7.913      .000      .000     4.579      .000      .000     1.728      .000
   124.840    22.900    60.000     7.955      .000      .000     4.604      .000      .000     1.728      .000
   124.840    22.900    65.000     7.997      .000      .000     4.628      .000      .000     1.728      .000
   124.840    22.900    70.000     8.039      .000      .000     4.652      .000      .000     1.728      .000
   124.840    22.900    80.000     8.100      .000      .000     4.688      .000      .000     1.728      .000
   124.840    22.900    90.000     8.162      .000      .000     4.723      .000      .000     1.728      .000
   124.840    22.900   100.000     8.228      .000      .000     4.762      .000      .000     1.728      .000
   124.840    22.900   120.000     8.347      .000      .000     4.830      .000      .000     1.728      .000
   124.840    22.900   140.000     8.454      .000      .000     4.892      .000      .000     1.728      .000
   124.840    22.900   170.000     8.525      .000      .000     4.933      .000      .000     1.728      .000
   124.840    22.900   200.000     8.725      .000      .000     5.049      .000      .000     1.728      .000
   124.840    22.900   250.000     8.800      .000      .000     5.093      .000      .000     1.728      .000
   124.840    22.900   300.000     8.900      .000      .000     5.150      .000      .000     1.728      .000
   124.840    22.980    -5.000     3.000      .000      .000     1.736      .000      .000     1.728      .000
   124.840    22.980      .000     3.847      .000      .000     2.226      .000      .000     1.728      .000
   124.840    22.980      .500     4.145      .000      .000     2.399      .000      .000     1.728      .000
   124.840    22.980     3.000     4.648      .000      .000     2.690      .000      .000     1.728      .000
   124.840    22.980     6.000     5.129      .000      .000     2.968      .000      .000     1.728      .000
   124.840    22.980    10.000     5.658      .000      .000     3.274      .000      .000     1.728      .000
   124.840    22.980    15.000     6.042      .000      .000     3.497      .000      .000     1.728      .000
   124.840    22.980    20.000     6.383      .000      .000     3.694      .000      .000     1.728      .000
   124.840    22.980    25.000     6.662      .000      .000     3.855      .000      .000     1.728      .000
   124.840    22.980    30.000     6.997      .000      .000     4.050      .000      .000     1.728      .000
   124.840    22.980    35.000     7.398      .000      .000     4.281      .000      .000     1.728      .000
   124.840    22.980    40.000     7.556      .000      .000     4.373      .000      .000     1.728      .000
   124.840    22.980    45.000     7.714      .000      .000     4.464      .000      .000     1.728      .000
   124.840    22.980    50.000     7.871      .000      .000     4.555      .000      .000     1.728      .000
   124.840    22.980    55.000     7.913      .000      .000     4.579      .000      .000     1.728      .000
   124.840    22.980    60.000     7.955      .000      .000     4.604      .000      .000     1.728      .000
   124.840    22.980    65.000     7.997      .000      .000     4.628      .000      .000     1.728      .000
   124.840    22.980    70.000     8.039      .000      .000     4.652      .000      .000     1.728      .000
   124.840    22.980    80.000     8.100      .000      .000     4.688      .000      .000     1.728      .000
   124.840    22.980    90.000     8.162      .000      .000     4.723      .000      .000     1.728      .000
   124.840    22.980   100.000     8.228      .000      .000     4.762      .000      .000     1.728      .000
   124.840    22.980   120.000     8.347      .000      .000     4.830      .000      .000     1.728      .000
   124.840    22.980   140.000     8.454      .000      .000     4.892      .000      .000     1.728      .000
   124.840    22.980   170.000     8.525      .000      .000     4.933      .000      .000     1.728      .000
   124.840    22.980   200.000     8.725      .000      .000     5.049      .000      .000     1.728      .000
   124.840    22.980   250.000     8.800      .000      .000     5.093      .000      .000     1.728      .000
   124.840    22.980   300.000     8.900      .000      .000     5.150      .000      .000     1.728      .000
   124.840    23.060    -5.000     3.000      .000      .000     1.736      .000      .000     1.728      .000
   124.840    23.060      .000     3.847      .000      .000     2.226      .000      .000     1.728      .000
   124.840    23.060      .500     4.145      .000      .000     2.399      .000      .000     1.728      .000
   124.840    23.060     3.000     4.648      .000      .000     2.690      .000      .000     1.728      .000
   124.840    23.060     6.000     5.129      .000      .000     2.968      .000      .000     1.728      .000
   124.840    23.060    10.000     5.658      .000      .000     3.274      .000      .000     1.728      .000
   124.840    23.060    15.000     6.042      .000      .000     3.497      .000      .000     1.728      .000
   124.840    23.060    20.000     6.383      .000      .000     3.694      .000      .000     1.728      .000
   124.840    23.060    25.000     6.662      .000      .000     3.855      .000      .000     1.728      .000
   124.840    23.060    30.000     6.997      .000      .000     4.050      .000      .000     1.728      .000
   124.840    23.060    35.000     7.398      .000      .000     4.281      .000      .000     1.728      .000
   124.840    23.060    40.000     7.556      .000      .000     4.373      .000      .000     1.728      .000
   124.840    23.060    45.000     7.714      .000      .000     4.464      .000      .000     1.728      .000
   124.840    23.060    50.000     7.871      .000      .000     4.555      .000      .000     1.728      .000
   124.840    23.060    55.000     7.913      .000      .000     4.579      .000      .000     1.728      .000
   124.840    23.060    60.000     7.955      .000      .000     4.604      .000      .000     1.728      .000
   124.840    23.060    65.000     7.997      .000      .000     4.628      .000      .000     1.728      .000
   124.840    23.060    70.000     8.039      .000      .000     4.652      .000      .000     1.728      .000
   124.840    23.060    80.000     8.100      .000      .000     4.688      .000      .000     1.728      .000
   124.840    23.060    90.000     8.162      .000      .000     4.723      .000      .000     1.728      .000
   124.840    23.060   100.000     8.228      .000      .000     4.762      .000      .000     1.728      .000
   124.840    23.060   120.000     8.347      .000      .000     4.830      .000      .000     1.728      .000
   124.840    23.060   140.000     8.454      .000      .000     4.892      .000      .000     1.728      .000
   124.840    23.060   170.000     8.525      .000      .000     4.933      .000      .000     1.728      .000
   124.840    23.060   200.000     8.725      .000      .000     5.049      .000      .000     1.728      .000
   124.840    23.060   250.000     8.800      .000      .000     5.093      .000      .000     1.728      .000
   124.840    23.060   300.000     8.900      .000      .000     5.150      .000      .000     1.728      .000
   124.840    23.140    -5.000     3.000      .000      .000     1.736      .000      .000     1.728      .000
   124.840    23.140      .000     3.847      .000      .000     2.226      .000      .000     1.728      .000
   124.840    23.140      .500     4.145      .000      .000     2.399      .000      .000     1.728      .000
   124.840    23.140     3.000     4.648      .000      .000     2.690      .000      .000     1.728      .000
   124.840    23.140     6.000     5.129      .000      .000     2.968      .000      .000     1.728      .000
   124.840    23.140    10.000     5.658      .000      .000     3.274      .000      .000     1.728      .000
   124.840    23.140    15.000     6.042      .000      .000     3.497      .000      .000     1.728      .000
   124.840    23.140    20.000     6.383      .000      .000     3.694      .000      .000     1.728      .000
   124.840    23.140    25.000     6.662      .000      .000     3.855      .000      .000     1.728      .000
   124.840    23.140    30.000     6.997      .000      .000     4.050      .000      .000     1.728      .000
   124.840    23.140    35.000     7.398      .000      .000     4.281      .000      .000     1.728      .000
   124.840    23.140    40.000     7.556      .000      .000     4.373      .000      .000     1.728      .000
   124.840    23.140    45.000     7.714      .000      .000     4.464      .000      .000     1.728      .000
   124.840    23.140    50.000     7.871      .000      .000     4.555      .000      .000     1.728      .000
   124.840    23.140    55.000     7.913      .000      .000     4.579      .000      .000     1.728      .000
   124.840    23.140    60.000     7.955      .000      .000     4.604      .000      .000     1.728      .000
   124.840    23.140    65.000     7.997      .000      .000     4.628      .000      .000     1.728      .000
   124.840    23.140    70.000     8.039      .000      .000     4.652      .000      .000     1.728      .000
   124.840    23.140    80.000     8.100      .000      .000     4.688      .000      .000     1.728      .000
   124.840    23.140    90.000     8.162      .000      .000     4.723      .000      .000     1.728      .000
   124.840    23.140   100.000     8.228      .000      .000     4.762      .000      .000     1.728      .000
   124.840    23.140   120.000     8.347      .000      .000     4.830      .000      .000     1.728      .000
   124.840    23.140   140.000     8.454      .000      .000     4.892      .000      .000     1.728      .000
   124.840    23.140   170.000     8.525      .000      .000     4.933      .000      .000     1.728      .000
   124.840    23.140   200.000     8.725      .000      .000     5.049      .000      .000     1.728      .000
   124.840    23.140   250.000     8.800      .000      .000     5.093      .000      .000     1.728      .000
   124.840    23.140   300.000     8.900      .000      .000     5.150      .000      .000     1.728      .000
   124.840    23.220    -5.000     3.000      .000      .000     1.736      .000      .000     1.728      .000
   124.840    23.220      .000     3.847      .000      .000     2.226      .000      .000     1.728      .000
   124.840    23.220      .500     4.145      .000      .000     2.399      .000      .000     1.728      .000
   124.840    23.220     3.000     4.648      .000      .000     2.690      .000      .000     1.728      .000
   124.840    23.220     6.000     5.129      .000      .000     2.968      .000      .000     1.728      .000
   124.840    23.220    10.000     5.658      .000      .000     3.274      .000      .000     1.728      .000
   124.840    23.220    15.000     6.042      .000      .000     3.497      .000      .000     1.728      .000
   124.840    23.220    20.000     6.383      .000      .000     3.694      .000      .000     1.728      .000
   124.840    23.220    25.000     6.662      .000      .000     3.855      .000      .000     1.728      .000
   124.840    23.220    30.000     6.997      .000      .000     4.050      .000      .000     1.728      .000
   124.840    23.220    35.000     7.398      .000      .000     4.281      .000      .000     1.728      .000
   124.840    23.220    40.000     7.556      .000      .000     4.373      .000      .000     1.728      .000
   124.840    23.220    45.000     7.714      .000      .000     4.464      .000      .000     1.728      .000
   124.840    23.220    50.000     7.871      .000      .000     4.555      .000      .000     1.728      .000
   124.840    23.220    55.000     7.913      .000      .000     4.579      .000      .000     1.728      .000
   124.840    23.220    60.000     7.955      .000      .000     4.604      .000      .000     1.728      .000
   124.840    23.220    65.000     7.997      .000      .000     4.628      .000      .000     1.728      .000
   124.840    23.220    70.000     8.039      .000      .000     4.652      .000      .000     1.728      .000
   124.840    23.220    80.000     8.100      .000      .000     4.688      .000      .000     1.728      .000
   124.840    23.220    90.000     8.162      .000      .000     4.723      .000      .000     1.728      .000
   124.840    23.220   100.000     8.228      .000      .000     4.762      .000      .000     1.728      .000
   124.840    23.220   120.000     8.347      .000      .000     4.830      .000      .000     1.728      .000
   124.840    23.220   140.000     8.454      .000      .000     4.892      .000      .000     1.728      .000
   124.840    23.220   170.000     8.525      .000      .000     4.933      .000      .000     1.728      .000
   124.840    23.220   200.000     8.725      .000      .000     5.049      .000      .000     1.728      .000
   124.840    23.220   250.000     8.800      .000      .000     5.093      .000      .000     1.728      .000
   124.840    23.220   300.000     8.900      .000      .000     5.150      .000      .000     1.728      .000
   124.840    23.300    -5.000     3.000      .000      .000     1.736      .000      .000     1.728      .000
   124.840    23.300      .000     3.847      .000      .000     2.226      .000      .000     1.728      .000
   124.840    23.300      .500     4.145      .000      .000     2.399      .000      .000     1.728      .000
   124.840    23.300     3.000     4.648      .000      .000     2.690      .000      .000     1.728      .000
   124.840    23.300     6.000     5.129      .000      .000     2.968      .000      .000     1.728      .000
   124.840    23.300    10.000     5.658      .000      .000     3.274      .000      .000     1.728      .000
   124.840    23.300    15.000     6.042      .000      .000     3.497      .000      .000     1.728      .000
   124.840    23.300    20.000     6.383      .000      .000     3.694      .000      .000     1.728      .000
   124.840    23.300    25.000     6.662      .000      .000     3.855      .000      .000     1.728      .000
   124.840    23.300    30.000     6.997      .000      .000     4.050      .000      .000     1.728      .000
   124.840    23.300    35.000     7.398      .000      .000     4.281      .000      .000     1.728      .000
   124.840    23.300    40.000     7.556      .000      .000     4.373      .000      .000     1.728      .000
   124.840    23.300    45.000     7.714      .000      .000     4.464      .000      .000     1.728      .000
   124.840    23.300    50.000     7.871      .000      .000     4.555      .000      .000     1.728      .000
   124.840    23.300    55.000     7.913      .000      .000     4.579      .000      .000     1.728      .000
   124.840    23.300    60.000     7.955      .000      .000     4.604      .000      .000     1.728      .000
   124.840    23.300    65.000     7.997      .000      .000     4.628      .000      .000     1.728      .000
   124.840    23.300    70.000     8.039      .000      .000     4.652      .000      .000     1.728      .000
   124.840    23.300    80.000     8.100      .000      .000     4.688      .000      .000     1.728      .000
   124.840    23.300    90.000     8.162      .000      .000     4.723      .000      .000     1.728      .000
   124.840    23.300   100.000     8.228      .000      .000     4.762      .000      .000     1.728      .000
   124.840    23.300   120.000     8.347      .000      .000     4.830      .000      .000     1.728      .000
   124.840    23.300   140.000     8.454      .000      .000     4.892      .000      .000     1.728      .000
   124.840    23.300   170.000     8.525      .000      .000     4.933      .000      .000     1.728      .000
   124.840    23.300   200.000     8.725      .000      .000     5.049      .000      .000     1.728      .000
   124.840    23.300   250.000     8.800      .000      .000     5.093      .000      .000     1.728      .000
   124.840    23.300   300.000     8.900      .000      .000     5.150      .000      .000     1.728      .000
   124.840    23.380    -5.000     3.000      .000      .000     1.736      .000      .000     1.728      .000
   124.840    23.380      .000     3.847      .000      .000     2.226      .000      .000     1.728      .000
   124.840    23.380      .500     4.145      .000      .000     2.399      .000      .000     1.728      .000
   124.840    23.380     3.000     4.648      .000      .000     2.690      .000      .000     1.728      .000
   124.840    23.380     6.000     5.129      .000      .000     2.968      .000      .000     1.728      .000
   124.840    23.380    10.000     5.658      .000      .000     3.274      .000      .000     1.728      .000
   124.840    23.380    15.000     6.042      .000      .000     3.497      .000      .000     1.728      .000
   124.840    23.380    20.000     6.383      .000      .000     3.694      .000      .000     1.728      .000
   124.840    23.380    25.000     6.662      .000      .000     3.855      .000      .000     1.728      .000
   124.840    23.380    30.000     6.997      .000      .000     4.050      .000      .000     1.728      .000
   124.840    23.380    35.000     7.398      .000      .000     4.281      .000      .000     1.728      .000
   124.840    23.380    40.000     7.556      .000      .000     4.373      .000      .000     1.728      .000
   124.840    23.380    45.000     7.714      .000      .000     4.464      .000      .000     1.728      .000
   124.840    23.380    50.000     7.871      .000      .000     4.555      .000      .000     1.728      .000
   124.840    23.380    55.000     7.913      .000      .000     4.579      .000      .000     1.728      .000
   124.840    23.380    60.000     7.955      .000      .000     4.604      .000      .000     1.728      .000
   124.840    23.380    65.000     7.997      .000      .000     4.628      .000      .000     1.728      .000
   124.840    23.380    70.000     8.039      .000      .000     4.652      .000      .000     1.728      .000
   124.840    23.380    80.000     8.100      .000      .000     4.688      .000      .000     1.728      .000
   124.840    23.380    90.000     8.162      .000      .000     4.723      .000      .000     1.728      .000
   124.840    23.380   100.000     8.228      .000      .000     4.762      .000      .000     1.728      .000
   124.840    23.380   120.000     8.347      .000      .000     4.830      .000      .000     1.728      .000
   124.840    23.380   140.000     8.454      .000      .000     4.892      .000      .000     1.728      .000
   124.840    23.380   170.000     8.525      .000      .000     4.933      .000      .000     1.728      .000
   124.840    23.380   200.000     8.725      .000      .000     5.049      .000      .000     1.728      .000
   124.840    23.380   250.000     8.800      .000      .000     5.093      .000      .000     1.728      .000
   124.840    23.380   300.000     8.900      .000      .000     5.150      .000      .000     1.728      .000
   124.840    23.460    -5.000     3.000      .000      .000     1.736      .000      .000     1.728      .000
   124.840    23.460      .000     3.847      .000      .000     2.226      .000      .000     1.728      .000
   124.840    23.460      .500     4.145      .000      .000     2.399      .000      .000     1.728      .000
   124.840    23.460     3.000     4.648      .000      .000     2.690      .000      .000     1.728      .000
   124.840    23.460     6.000     5.129      .000      .000     2.968      .000      .000     1.728      .000
   124.840    23.460    10.000     5.658      .000      .000     3.274      .000      .000     1.728      .000
   124.840    23.460    15.000     6.042      .000      .000     3.497      .000      .000     1.728      .000
   124.840    23.460    20.000     6.383      .000      .000     3.694      .000      .000     1.728      .000
   124.840    23.460    25.000     6.662      .000      .000     3.855      .000      .000     1.728      .000
   124.840    23.460    30.000     6.997      .000      .000     4.050      .000      .000     1.728      .000
   124.840    23.460    35.000     7.398      .000      .000     4.281      .000      .000     1.728      .000
   124.840    23.460    40.000     7.556      .000      .000     4.373      .000      .000     1.728      .000
   124.840    23.460    45.000     7.714      .000      .000     4.464      .000      .000     1.728      .000
   124.840    23.460    50.000     7.871      .000      .000     4.555      .000      .000     1.728      .000
   124.840    23.460    55.000     7.913      .000      .000     4.579      .000      .000     1.728      .000
   124.840    23.460    60.000     7.955      .000      .000     4.604      .000      .000     1.728      .000
   124.840    23.460    65.000     7.997      .000      .000     4.628      .000      .000     1.728      .000
   124.840    23.460    70.000     8.039      .000      .000     4.652      .000      .000     1.728      .000
   124.840    23.460    80.000     8.100      .000      .000     4.688      .000      .000     1.728      .000
   124.840    23.460    90.000     8.162      .000      .000     4.723      .000      .000     1.728      .000
   124.840    23.460   100.000     8.228      .000      .000     4.762      .000      .000     1.728      .000
   124.840    23.460   120.000     8.347      .000      .000     4.830      .000      .000     1.728      .000
   124.840    23.460   140.000     8.454      .000      .000     4.892      .000      .000     1.728      .000
   124.840    23.460   170.000     8.525      .000      .000     4.933      .000      .000     1.728      .000
   124.840    23.460   200.000     8.725      .000      .000     5.049      .000      .000     1.728      .000
   124.840    23.460   250.000     8.800      .000      .000     5.093      .000      .000     1.728      .000
   124.840    23.460   300.000     8.900      .000      .000     5.150      .000      .000     1.728      .000
   124.840    23.540    -5.000     3.000      .000      .000     1.736      .000      .000     1.728      .000
   124.840    23.540      .000     3.847      .000      .000     2.226      .000      .000     1.728      .000
   124.840    23.540      .500     4.145      .000      .000     2.399      .000      .000     1.728      .000
   124.840    23.540     3.000     4.648      .000      .000     2.690      .000      .000     1.728      .000
   124.840    23.540     6.000     5.129      .000      .000     2.968      .000      .000     1.728      .000
   124.840    23.540    10.000     5.658      .000      .000     3.274      .000      .000     1.728      .000
   124.840    23.540    15.000     6.042      .000      .000     3.497      .000      .000     1.728      .000
   124.840    23.540    20.000     6.383      .000      .000     3.694      .000      .000     1.728      .000
   124.840    23.540    25.000     6.662      .000      .000     3.855      .000      .000     1.728      .000
   124.840    23.540    30.000     6.997      .000      .000     4.050      .000      .000     1.728      .000
   124.840    23.540    35.000     7.398      .000      .000     4.281      .000      .000     1.728      .000
   124.840    23.540    40.000     7.556      .000      .000     4.373      .000      .000     1.728      .000
   124.840    23.540    45.000     7.714      .000      .000     4.464      .000      .000     1.728      .000
   124.840    23.540    50.000     7.871      .000      .000     4.555      .000      .000     1.728      .000
   124.840    23.540    55.000     7.913      .000      .000     4.579      .000      .000     1.728      .000
   124.840    23.540    60.000     7.955      .000      .000     4.604      .000      .000     1.728      .000
   124.840    23.540    65.000     7.997      .000      .000     4.628      .000      .000     1.728      .000
   124.840    23.540    70.000     8.039      .000      .000     4.652      .000      .000     1.728      .000
   124.840    23.540    80.000     8.100      .000      .000     4.688      .000      .000     1.728      .000
   124.840    23.540    90.000     8.162      .000      .000     4.723      .000      .000     1.728      .000
   124.840    23.540   100.000     8.228      .000      .000     4.762      .000      .000     1.728      .000
   124.840    23.540   120.000     8.347      .000      .000     4.830      .000      .000     1.728      .000
   124.840    23.540   140.000     8.454      .000      .000     4.892      .000      .000     1.728      .000
   124.840    23.540   170.000     8.525      .000      .000     4.933      .000      .000     1.728      .000
   124.840    23.540   200.000     8.725      .000      .000     5.049      .000      .000     1.728      .000
   124.840    23.540   250.000     8.800      .000      .000     5.093      .000      .000     1.728      .000
   124.840    23.540   300.000     8.900      .000      .000     5.150      .000      .000     1.728      .000
   124.840    23.620    -5.000     3.000      .000      .000     1.736      .000      .000     1.728      .000
   124.840    23.620      .000     3.847      .000      .000     2.226      .000      .000     1.728      .000
   124.840    23.620      .500     4.145      .000      .000     2.399      .000      .000     1.728      .000
   124.840    23.620     3.000     4.648      .000      .000     2.690      .000      .000     1.728      .000
   124.840    23.620     6.000     5.129      .000      .000     2.968      .000      .000     1.728      .000
   124.840    23.620    10.000     5.658      .000      .000     3.274      .000      .000     1.728      .000
   124.840    23.620    15.000     6.042      .000      .000     3.497      .000      .000     1.728      .000
   124.840    23.620    20.000     6.383      .000      .000     3.694      .000      .000     1.728      .000
   124.840    23.620    25.000     6.662      .000      .000     3.855      .000      .000     1.728      .000
   124.840    23.620    30.000     6.997      .000      .000     4.050      .000      .000     1.728      .000
   124.840    23.620    35.000     7.398      .000      .000     4.281      .000      .000     1.728      .000
   124.840    23.620    40.000     7.556      .000      .000     4.373      .000      .000     1.728      .000
   124.840    23.620    45.000     7.714      .000      .000     4.464      .000      .000     1.728      .000
   124.840    23.620    50.000     7.871      .000      .000     4.555      .000      .000     1.728      .000
   124.840    23.620    55.000     7.913      .000      .000     4.579      .000      .000     1.728      .000
   124.840    23.620    60.000     7.955      .000      .000     4.604      .000      .000     1.728      .000
   124.840    23.620    65.000     7.997      .000      .000     4.628      .000      .000     1.728      .000
   124.840    23.620    70.000     8.039      .000      .000     4.652      .000      .000     1.728      .000
   124.840    23.620    80.000     8.100      .000      .000     4.688      .000      .000     1.728      .000
   124.840    23.620    90.000     8.162      .000      .000     4.723      .000      .000     1.728      .000
   124.840    23.620   100.000     8.228      .000      .000     4.762      .000      .000     1.728      .000
   124.840    23.620   120.000     8.347      .000      .000     4.830      .000      .000     1.728      .000
   124.840    23.620   140.000     8.454      .000      .000     4.892      .000      .000     1.728      .000
   124.840    23.620   170.000     8.525      .000      .000     4.933      .000      .000     1.728      .000
   124.840    23.620   200.000     8.725      .000      .000     5.049      .000      .000     1.728      .000
   124.840    23.620   250.000     8.800      .000      .000     5.093      .000      .000     1.728      .000
   124.840    23.620   300.000     8.900      .000      .000     5.150      .000      .000     1.728      .000
   124.840    23.700    -5.000     3.000      .000      .000     1.736      .000      .000     1.728      .000
   124.840    23.700      .000     3.847      .000      .000     2.226      .000      .000     1.728      .000
   124.840    23.700      .500     4.145      .000      .000     2.399      .000      .000     1.728      .000
   124.840    23.700     3.000     4.648      .000      .000     2.690      .000      .000     1.728      .000
   124.840    23.700     6.000     5.129      .000      .000     2.968      .000      .000     1.728      .000
   124.840    23.700    10.000     5.658      .000      .000     3.274      .000      .000     1.728      .000
   124.840    23.700    15.000     6.042      .000      .000     3.497      .000      .000     1.728      .000
   124.840    23.700    20.000     6.383      .000      .000     3.694      .000      .000     1.728      .000
   124.840    23.700    25.000     6.662      .000      .000     3.855      .000      .000     1.728      .000
   124.840    23.700    30.000     6.997      .000      .000     4.050      .000      .000     1.728      .000
   124.840    23.700    35.000     7.398      .000      .000     4.281      .000      .000     1.728      .000
   124.840    23.700    40.000     7.556      .000      .000     4.373      .000      .000     1.728      .000
   124.840    23.700    45.000     7.714      .000      .000     4.464      .000      .000     1.728      .000
   124.840    23.700    50.000     7.871      .000      .000     4.555      .000      .000     1.728      .000
   124.840    23.700    55.000     7.913      .000      .000     4.579      .000      .000     1.728      .000
   124.840    23.700    60.000     7.955      .000      .000     4.604      .000      .000     1.728      .000
   124.840    23.700    65.000     7.997      .000      .000     4.628      .000      .000     1.728      .000
   124.840    23.700    70.000     8.039      .000      .000     4.652      .000      .000     1.728      .000
   124.840    23.700    80.000     8.100      .000      .000     4.688      .000      .000     1.728      .000
   124.840    23.700    90.000     8.162      .000      .000     4.723      .000      .000     1.728      .000
   124.840    23.700   100.000     8.228      .000      .000     4.762      .000      .000     1.728      .000
   124.840    23.700   120.000     8.347      .000      .000     4.830      .000      .000     1.728      .000
   124.840    23.700   140.000     8.454      .000      .000     4.892      .000      .000     1.728      .000
   124.840    23.700   170.000     8.525      .000      .000     4.933      .000      .000     1.728      .000
   124.840    23.700   200.000     8.725      .000      .000     5.049      .000      .000     1.728      .000
   124.840    23.700   250.000     8.800      .000      .000     5.093      .000      .000     1.728      .000
   124.840    23.700   300.000     8.900      .000      .000     5.150      .000      .000     1.728      .000
   124.840    23.780    -5.000     3.000      .000      .000     1.736      .000      .000     1.728      .000
   124.840    23.780      .000     3.847      .000      .000     2.226      .000      .000     1.728      .000
   124.840    23.780      .500     4.145      .000      .000     2.399      .000      .000     1.728      .000
   124.840    23.780     3.000     4.648      .000      .000     2.690      .000      .000     1.728      .000
   124.840    23.780     6.000     5.129      .000      .000     2.968      .000      .000     1.728      .000
   124.840    23.780    10.000     5.658      .000      .000     3.274      .000      .000     1.728      .000
   124.840    23.780    15.000     6.042      .000      .000     3.497      .000      .000     1.728      .000
   124.840    23.780    20.000     6.383      .000      .000     3.694      .000      .000     1.728      .000
   124.840    23.780    25.000     6.662      .000      .000     3.855      .000      .000     1.728      .000
   124.840    23.780    30.000     6.997      .000      .000     4.050      .000      .000     1.728      .000
   124.840    23.780    35.000     7.398      .000      .000     4.281      .000      .000     1.728      .000
   124.840    23.780    40.000     7.556      .000      .000     4.373      .000      .000     1.728      .000
   124.840    23.780    45.000     7.714      .000      .000     4.464      .000      .000     1.728      .000
   124.840    23.780    50.000     7.871      .000      .000     4.555      .000      .000     1.728      .000
   124.840    23.780    55.000     7.913      .000      .000     4.579      .000      .000     1.728      .000
   124.840    23.780    60.000     7.955      .000      .000     4.604      .000      .000     1.728      .000
   124.840    23.780    65.000     7.997      .000      .000     4.628      .000      .000     1.728      .000
   124.840    23.780    70.000     8.039      .000      .000     4.652      .000      .000     1.728      .000
   124.840    23.780    80.000     8.100      .000      .000     4.688      .000      .000     1.728      .000
   124.840    23.780    90.000     8.162      .000      .000     4.723      .000      .000     1.728      .000
   124.840    23.780   100.000     8.228      .000      .000     4.762      .000      .000     1.728      .000
   124.840    23.780   120.000     8.347      .000      .000     4.830      .000      .000     1.728      .000
   124.840    23.780   140.000     8.454      .000      .000     4.892      .000      .000     1.728      .000
   124.840    23.780   170.000     8.525      .000      .000     4.933      .000      .000     1.728      .000
   124.840    23.780   200.000     8.725      .000      .000     5.049      .000      .000     1.728      .000
   124.840    23.780   250.000     8.800      .000      .000     5.093      .000      .000     1.728      .000
   124.840    23.780   300.000     8.900      .000      .000     5.150      .000      .000     1.728      .000
   124.840    23.860    -5.000     3.000      .000      .000     1.736      .000      .000     1.728      .000
   124.840    23.860      .000     3.847      .000      .000     2.226      .000      .000     1.728      .000
   124.840    23.860      .500     4.145      .000      .000     2.399      .000      .000     1.728      .000
   124.840    23.860     3.000     4.648      .000      .000     2.690      .000      .000     1.728      .000
   124.840    23.860     6.000     5.129      .000      .000     2.968      .000      .000     1.728      .000
   124.840    23.860    10.000     5.658      .000      .000     3.274      .000      .000     1.728      .000
   124.840    23.860    15.000     6.042      .000      .000     3.497      .000      .000     1.728      .000
   124.840    23.860    20.000     6.383      .000      .000     3.694      .000      .000     1.728      .000
   124.840    23.860    25.000     6.662      .000      .000     3.855      .000      .000     1.728      .000
   124.840    23.860    30.000     6.997      .000      .000     4.050      .000      .000     1.728      .000
   124.840    23.860    35.000     7.398      .000      .000     4.281      .000      .000     1.728      .000
   124.840    23.860    40.000     7.556      .000      .000     4.373      .000      .000     1.728      .000
   124.840    23.860    45.000     7.714      .000      .000     4.464      .000      .000     1.728      .000
   124.840    23.860    50.000     7.871      .000      .000     4.555      .000      .000     1.728      .000
   124.840    23.860    55.000     7.913      .000      .000     4.579      .000      .000     1.728      .000
   124.840    23.860    60.000     7.955      .000      .000     4.604      .000      .000     1.728      .000
   124.840    23.860    65.000     7.997      .000      .000     4.628      .000      .000     1.728      .000
   124.840    23.860    70.000     8.039      .000      .000     4.652      .000      .000     1.728      .000
   124.840    23.860    80.000     8.100      .000      .000     4.688      .000      .000     1.728      .000
   124.840    23.860    90.000     8.162      .000      .000     4.723      .000      .000     1.728      .000
   124.840    23.860   100.000     8.228      .000      .000     4.762      .000      .000     1.728      .000
   124.840    23.860   120.000     8.347      .000      .000     4.830      .000      .000     1.728      .000
   124.840    23.860   140.000     8.454      .000      .000     4.892      .000      .000     1.728      .000
   124.840    23.860   170.000     8.525      .000      .000     4.933      .000      .000     1.728      .000
   124.840    23.860   200.000     8.725      .000      .000     5.049      .000      .000     1.728      .000
